Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions,Industry,,,,,,,,,
ECOM,Channeladvisor Corp,Information Technology,US Equity,Common stocks,Small cap,667681823,"672,750",Analyze,Software - Application,,,,,,,,,
BIGC,"BigCommerce Holdings, Inc. - Series 1",Information Technology,US Equity,Common stocks,Small cap,648392237,"2,016,607",Analyze,Software - Application,,,,,,,,,
ENFN,"Enfusion, Inc.",Information Technology,US Equity,Common stocks,Small cap,642950144,"399,385",Analyze,Software - Application,,,,,,,,,
PUBM,"PubMatic, Inc.",Communication Services,US Equity,Common stocks,Small cap,626853665,"463,147",Analyze,Software - Application,,,,,,,,,
PAR,Par Technology Corp,Information Technology,US Equity,Common stocks,Small cap,612382641,"331,025",Analyze,Software - Application,,,,,,,,,
VMEO,"Vimeo, Inc.",Communication Services,US Equity,Common stocks,Small cap,598342063,"1,830,623",Analyze,Software - Application,,,,,,,,,
EXFY,"Expensify, Inc.",Information Technology,US Equity,Common stocks,Small cap,580146250,"729,094",Analyze,Software - Application,,,,,,,,,
EBIX,Ebix Inc,Information Technology,US Equity,Common stocks,Small cap,575430599,"1,092,821",Analyze,Software - Application,,,,,,,,,
EB,Eventbrite Inc. Class A,Communication Services,US Equity,Common stocks,Small cap,551950432,"828,628",Analyze,Software - Application,,,,,,,,,
OSPN,Onespan Inc,Information Technology,US Equity,Common stocks,Small cap,500139081,"292,642",Analyze,Software - Application,,,,,,,,,
MTLS,Materialise NV ADRs,Information Technology,US Equity,ADRs,Small cap,487523313,"246,775",Analyze,Software - Application,,,,,,,,,
ABST,Absolute Software Corporation,Information Technology,US Equity,Common stocks,Small cap,486937156,"170,670",Analyze,Software - Application,,,,,,,,,
IBEX,IBEX Ltd,Information Technology,US Equity,Common stocks,Small cap,486856613,"93,047",Analyze,Software - Application,,,,,,,,,
EGHT,8X8 Inc,Information Technology,US Equity,Common stocks,Small cap,482493460,"2,984,604",Analyze,Software - Application,,,,,,,,,
MITK,Mitek Systems Inc,Information Technology,US Equity,Common stocks,Small cap,462442440,"260,803",Analyze,Software - Application,,,,,,,,,
DOMO,Domo Inc.,Information Technology,US Equity,Common stocks,Small cap,461933316,"413,065",Analyze,Software - Application,,,,,,,,,
YALA,Yalla Group Ltd ADRs of Class A,Information Technology,US Equity,ADRs,Small cap,453392725,"292,260",Analyze,Software - Application,,,,,,,,,
AMSWA,American Software Inc Class A,Information Technology,US Equity,Common stocks,Small cap,452928666,"154,445",Analyze,Software - Application,,,,,,,,,
SMRT,"SmartRent, Inc. Class A",Information Technology,US Equity,Common stocks,Small cap,438350125,"1,102,884",Analyze,Software - Application,,,,,,,,,
LAW,"CS Disco, Inc.",Information Technology,US Equity,Common stocks,Small cap,403818244,"384,033",Analyze,Software - Application,,,,,,,,,
SSTI,"ShotSpotter, Inc.",Information Technology,US Equity,Common stocks,Small cap,395026821,"24,426",Analyze,Software - Application,,,,,,,,,
WTRH,Waitr Holdings Inc.,Consumer Discretionary,US Equity,Common stocks,Small cap,378229439,"3,945,817",Analyze,Software - Application,,,,,,,,,
GBTG,"Global Business Travel Group, Inc. Class A",Information Technology,US Equity,Common stocks,Small cap,367901738,"158,757",Analyze,Software - Application,,,,,,,,,
BNFT,Benefitfocus Inc,Information Technology,US Equity,Common stocks,Small cap,357286015,"941,494",Analyze,Software - Application,,,,,,,,,
SEMR,"SEMrush Holdings, Inc.",Information Technology,US Equity,Common stocks,Small cap,356979188,"154,218",Analyze,Software - Application,,,,,,,,,
RMNI,Rimini Street Inc,Information Technology,US Equity,Common stocks,Small cap,356643120,"355,439",Analyze,Software - Application,,,,,,,,,
ONTF,ON24 INC,Information Technology,US Equity,Common stocks,Small cap,354705443,"603,137",Analyze,Software - Application,,,,,,,,,
GTYH,"GTY Technology Holdings, Inc. - Class A",Information Technology,US Equity,Common stocks,Small cap,345168032,"806,246",Analyze,Software - Application,,,,,,,,,
RDVT,Red Violet Inc,Industrials,US Equity,Common stocks,Small cap,332756582,"22,548",Analyze,Software - Application,,,,,,,,,
API,"Agora, Inc. ADRs",Information Technology,US Equity,Common stocks,Small cap,310810356,"994,403",Analyze,Software - Application,,,,,,,,,
VCSA,"Vacasa, Inc. - Class A",Consumer Discretionary,US Equity,Common stocks,Small cap,304799336,"3,503,174",Analyze,Software - Application,,,,,,,,,
OCFT,"OneConnect Financial Technology Co., Ltd. ADRs",Information Technology,US Equity,ADRs,Micro cap,296395102,"658,872",Analyze,Software - Application,,,,,,,,,
EGAN,Egain Corp,Information Technology,US Equity,Common stocks,Micro cap,268270086,"95,440",Analyze,Software - Application,,,,,,,,,
IMMR,Immersion Corp,Information Technology,US Equity,Common stocks,Micro cap,255703221,"576,062",Analyze,Software - Application,,,,,,,,,
WEAV,"Weave Communications, Inc.",Information Technology,US Equity,Common stocks,Micro cap,252491894,"168,948",Analyze,Software - Application,,,,,,,,,
FRGE,"Forge Global Holdings, Inc.",Financials,US Equity,Common stocks,Micro cap,250186602,"691,309",Analyze,Software - Application,,,,,,,,,
CCRD,CoreCard Corporation,Information Technology,US Equity,Common stocks,Micro cap,237509045,"19,616",Analyze,Software - Application,,,,,,,,,
BLND,"Blend Labs, Inc.",Information Technology,US Equity,Common stocks,Micro cap,236323640,"2,361,924",Analyze,Software - Application,,,,,,,,,
BCOV,Brightcove Inc,Information Technology,US Equity,Common stocks,Micro cap,218775528,"225,413",Analyze,Software - Application,,,,,,,,,
TROO,"TROOPS, Inc.",Information Technology,US Equity,Common stocks,Micro cap,216271658,"12,662",Analyze,Software - Application,,,,,,,,,
CPTN,"Cepton, Inc.",Information Technology,US Equity,Common stocks,Micro cap,211158414,"218,143",Analyze,Software - Application,,,,,,,,,
UPLD,Upland Software Inc,Information Technology,US Equity,Common stocks,Micro cap,205603945,"407,376",Analyze,Software - Application,,,,,,,,,
SOUN,"SoundHound AI, Inc. - Class A",Information Technology,US Equity,Common stocks,Micro cap,203198125,"654,230",Analyze,Software - Application,,,,,,,,,
PRCH,"Porch Group, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,190048086,"2,596,902",Analyze,Software - Application,,,,,,,,,
NRDY,Nerdy Inc. Class A,Consumer Discretionary,US Equity,Common stocks,Micro cap,186483674,"683,645",Analyze,Software - Application,,,,,,,,,
MIXT,MiX Telematics ADRs,Information Technology,US Equity,ADRs,Micro cap,182141985,"29,535",Analyze,Software - Application,,,,,,,,,
CZOO,Cazoo Group Ltd Class A,Information Technology,US Equity,Common stocks,Micro cap,180009666,"1,709,369",Analyze,Software - Application,,,,,,,,,
VTEX,VTEX,Information Technology,US Equity,Common stocks,Micro cap,171666529,"357,115",Analyze,Software - Application,,,,,,,,,
AGIL,"AgileThought, Inc. - Class A",Information Technology,US Equity,Common stocks,Micro cap,169158725,"20,539",Analyze,Software - Application,,,,,,,,,
ASUR,Asure Software Inc,Information Technology,US Equity,Common stocks,Micro cap,164510676,"96,018",Analyze,Software - Application,,,,,,,,,
BCAN,BYND Cannasoft Enterprises Inc.,Information Technology,US Equity,Common stocks,Micro cap,161015211,"60,745",Analyze,Software - Application,,,,,,,,,
ML,MoneyLion Inc. Class A,Financials,US Equity,Common stocks,Micro cap,160093351,"1,107,118",Analyze,Software - Application,,,,,,,,,
DBD,Diebold Nixdorf Inc,Information Technology,US Equity,Common stocks,Micro cap,153411442,"1,609,363",Analyze,Software - Application,,,,,,,,,
IDBA,IDEX Biometrics ASA,Information Technology,US Equity,Common stocks,Micro cap,148992938,"2,334",Analyze,Software - Application,,,,,,,,,
SREV,Servicesource International Inc,Information Technology,US Equity,Common stocks,Micro cap,144910688,"294,470",Analyze,Software - Application,,,,,,,,,
LTCH,"Latch, Inc.",Information Technology,US Equity,Common stocks,Micro cap,124544989,"601,384",Analyze,Software - Application,,,,,,,,,
DAVE,Dave Inc.  - Class A,Information Technology,US Equity,Common stocks,Micro cap,122533210,"1,160,721",Analyze,Software - Application,,,,,,,,,
RAAS,Cloopen Group Holding Limited ADRs of class A,Information Technology,US Equity,ADRs,Micro cap,120963423,"85,064",Analyze,Software - Application,,,,,,,,,
SMSI,Smith Micro Software Inc,Information Technology,US Equity,Common stocks,Micro cap,119778697,"191,100",Analyze,Software - Application,,,,,,,,,
IDEX,"Ideanomics, Inc.",Industrials,US Equity,Common stocks,Micro cap,119032930,"7,335,989",Analyze,Software - Application,,,,,,,,,
MAPS,"WM Technology, Inc. - Class A",Information Technology,US Equity,Common stocks,Micro cap,113690585,"1,138,288",Analyze,Software - Application,,,,,,,,,
AVYA,Avaya Holdings Corp.,Information Technology,US Equity,Common stocks,Micro cap,104720603,"2,945,126",Analyze,Software - Application,,,,,,,,,
PHUN,"Phunware, Inc.",Information Technology,US Equity,Common stocks,Micro cap,104680883,"4,554,852",Analyze,Software - Application,,,,,,,,,
PCYG,Park City Group Inc,Information Technology,US Equity,Common stocks,Micro cap,94561756,"18,548",Analyze,Software - Application,,,,,,,,,
SURG,"SurgePays, Inc.",Communication Services,US Equity,Common stocks,Micro cap,86338022,"160,453",Analyze,Software - Application,,,,,,,,,
JG,Aurora Mobile Limited ADRs,Information Technology,US Equity,ADRs,Micro cap,84653476,"53,792",Analyze,Software - Application,,,,,,,,,
WFCF,Where Food Comes From Inc.,Industrials,US Equity,Common stocks,Micro cap,83945633,"17,824",Analyze,Software - Application,,,,,,,,,
DPSI,"DecisionPoint Systems, Inc.",Information Technology,US Equity,Common stocks,Micro cap,71428554,"60,734",Analyze,Software - Application,,,,,,,,,
SNCR,Synchronoss Technologies Inc,Information Technology,US Equity,Common stocks,Micro cap,71366319,"513,172",Analyze,Software - Application,,,,,,,,,
EMBK,"Embark Technology, Inc.",Information Technology,US Equity,Common stocks,Micro cap,70551323,"230,576",Analyze,Software - Application,,,,,,,,,
INTZ,Intrusion Inc.,Information Technology,US Equity,Common stocks,Micro cap,70352990,"25,832",Analyze,Software - Application,,,,,,,,,
MKTW,"MarketWise, Inc. - Class A",Financials,US Equity,Common stocks,Micro cap,62327244,"234,739",Analyze,Software - Application,,,,,,,,,
RCAT,"Red Cat Holdings, Inc.",Information Technology,US Equity,Common stocks,Micro cap,61703918,"136,983",Analyze,Software - Application,,,,,,,,,
BMTX,"BM Technologies, Inc.",Information Technology,US Equity,Common stocks,Micro cap,58869335,"114,730",Analyze,Software - Application,,,,,,,,,
OTMO,Otonomo Technologies Ltd.,Information Technology,US Equity,Common stocks,Micro cap,54221262,"758,148",Analyze,Software - Application,,,,,,,,,
CIH,China Index Holdings Limited ADRs,Industrials,US Equity,ADRs,Micro cap,53357462,"58,679",Analyze,Software - Application,,,,,,,,,
AEYE,Audioeye Inc.,Information Technology,US Equity,Common stocks,Micro cap,52939914,"12,118",Analyze,Software - Application,,,,,,,,,
BRQS,Borqs Technologies Inc.,Information Technology,US Equity,Common stocks,Micro cap,51266003,"2,309,365",Analyze,Software - Application,,,,,,,,,
DSP,Viant Technology Inc.,Information Technology,US Equity,Common stocks,Micro cap,50031891,"91,591",Analyze,Software - Application,,,,,,,,,
SWVL,Swvl Holdings Corp - Class A,Information Technology,US Equity,Common stocks,Micro cap,44591270,"385,003",Analyze,Software - Application,,,,,,,,,
MOGO,Mogo Finance Technology Inc.,Financials,US Equity,Common stocks,Micro cap,44052444,"141,160",Analyze,Software - Application,,,,,,,,,
MNDO,Mind Cti Ltd,Information Technology,US Equity,Common stocks,Micro cap,43525866,"20,651",Analyze,Software - Application,,,,,,,,,
AWRE,Aware Inc,Information Technology,US Equity,Common stocks,Micro cap,40279983,"69,788",Analyze,Software - Application,,,,,,,,,
SOPA,Society Pass Incorporated,Communication Services,US Equity,Common stocks,Micro cap,39724656,"177,237",Analyze,Software - Application,,,,,,,,,
IDN,Intellicheck Inc,Information Technology,US Equity,Common stocks,Micro cap,39372120,"32,964",Analyze,Software - Application,,,,,,,,,
OMQS,OMNIQ Corp,Information Technology,US Equity,Common stocks,Micro cap,38963354,"16,810",Analyze,Software - Application,,,,,,,,,
AGMH,AGM Group Holdings Inc. Class A,Financials,US Equity,Common stocks,Micro cap,38807747,"7,091",Analyze,Software - Application,,,,,,,,,
NTWK,Netsol Technologies Inc,Information Technology,US Equity,Common stocks,Micro cap,37604428,"10,541",Analyze,Software - Application,,,,,,,,,
OPFI,OppFi Inc. Class A,Financials,US Equity,Common stocks,Micro cap,35394089,"98,331",Analyze,Software - Application,,,,,,,,,
ENJY,"Enjoy Technology, Inc.",Information Technology,US Equity,Common stocks,Micro cap,33448186,"19,652,102",Analyze,Software - Application,,,,,,,,,
JFU,9F Inc. ADRs,Communication Services,US Equity,ADRs,Micro cap,32602900,"275,158",Analyze,Software - Application,,,,,,,,,
ZDGE,Zedge Inc Class B,Communication Services,US Equity,Common stocks,Micro cap,32067831,"64,509",Analyze,Software - Application,,,,,,,,,
FTFT,Future Fintech Group Inc.,Information Technology,US Equity,Common stocks,Micro cap,26635484,"121,093",Analyze,Software - Application,,,,,,,,,
CYN,Cyngn Inc.,Information Technology,US Equity,Common stocks,Micro cap,24758749,"187,128",Analyze,Software - Application,,,,,,,,,
BSQR,Bsquare Corp,Information Technology,US Equity,Common stocks,Micro cap,22748148,"74,400",Analyze,Software - Application,,,,,,,,,
SEAC,Seachange International Inc,Information Technology,US Equity,Common stocks,Micro cap,19783592,"105,647",Analyze,Software - Application,,,,,,,,,
HTCR,"HeartCore Enterprises, Inc.",Information Technology,US Equity,Common stocks,Micro cap,19568138,"50,107",Analyze,Software - Application,,,,,,,,,
INLX,Intellinetics Inc.,Information Technology,US Equity,Common stocks,Micro cap,18698545,"6,487",Analyze,Software - Application,,,,,,,,,
SSNT,"Silversun Technologies, Inc.",Information Technology,US Equity,Common stocks,Micro cap,18295701,"10,021",Analyze,Software - Application,,,,,,,,,
MRIN,Marin Software Inc,Information Technology,US Equity,Common stocks,Micro cap,18048990,"173,080",Analyze,Software - Application,,,,,,,,,
MCLD,mCloud Technologies Corp.,Information Technology,US Equity,Common stocks,Micro cap,17847357,"60,077",Analyze,Software - Application,,,,,,,,,
ANY,Sphere 3D Corp.,Information Technology,US Equity,Common stocks,Micro cap,17836733,"404,183",Analyze,Software - Application,,,,,,,,,
CMCM,Cheetah Mobile ADRs,Information Technology,US Equity,ADRs,Micro cap,17573591,"46,425",Analyze,Software - Application,,,,,,,,,
IFBD,"Infobird Co., Ltd",Information Technology,US Equity,Common stocks,Micro cap,17452726,"23,307",Analyze,Software - Application,,,,,,,,,
TSRI,"Tsr, Inc.",Information Technology,US Equity,Common stocks,Micro cap,16043550,"5,735",Analyze,Software - Application,,,,,,,,,
APCX,AppTech Payments Corp.,Information Technology,US Equity,Common stocks,Micro cap,15588135,"59,926",Analyze,Software - Application,,,,,,,,,
DUOT,"Duos Technologies Group, Inc.",Information Technology,US Equity,Common stocks,Micro cap,15566379,"14,630",Analyze,Software - Application,,,,,,,,,
GVP,Gse Systems Inc,Information Technology,US Equity,Common stocks,Micro cap,15535798,"94,812",Analyze,Software - Application,,,,,,,,,
DGHI,Digihost Technology Inc. Subordinate Voting Shares,Information Technology,US Equity,Common stocks,Micro cap,15393407,"58,756",Analyze,Software - Application,,,,,,,,,
NXPL,NextPlat Corp,Information Technology,US Equity,Common stocks,Micro cap,15022792,"12,995",Analyze,Software - Application,,,,,,,,,
PALT,Paltalk Inc.,Information Technology,US Equity,Common stocks,Micro cap,14197948,"74,789",Analyze,Software - Application,,,,,,,,,
VERB,"Verb Technology Company, Inc.",Information Technology,US Equity,Common stocks,Micro cap,13929873,"2,318,976",Analyze,Software - Application,,,,,,,,,
CREX,"Creative Realities, Inc.",Information Technology,US Equity,Common stocks,Micro cap,13579486,"67,728",Analyze,Software - Application,,,,,,,,,
AUUD,Auddia Inc.,Information Technology,US Equity,Common stocks,Micro cap,13328223,"41,030",Analyze,Software - Application,,,,,,,,,
KBNT,"Kubient, Inc.",Communication Services,US Equity,Common stocks,Micro cap,12819995,"11,272",Analyze,Software - Application,,,,,,,,,
EZFL,"EzFill Holdings, Inc.",Energy,US Equity,Common stocks,Micro cap,12413728,"39,260",Analyze,Software - Application,,,,,,,,,
OG,Onion Global Limited ADRs of Class A,Information Technology,US Equity,ADRs,Micro cap,12199960,"44,363",Analyze,Software - Application,,,,,,,,,
OLB,"The OLB Group, Inc.",Information Technology,US Equity,Common stocks,Micro cap,11615215,"59,055",Analyze,Software - Application,,,,,,,,,
SOFO,"Sonic Foundry, Inc.",Information Technology,US Equity,Common stocks,Micro cap,10007545,"15,497",Analyze,Software - Application,,,,,,,,,
XELA,Exela Technologies Inc,Information Technology,US Equity,Common stocks,Micro cap,9875440,"29,080,631",Analyze,Software - Application,,,,,,,,,
DATS,"DatChat, Inc.",Information Technology,US Equity,Common stocks,Micro cap,9701384,"106,894",Analyze,Software - Application,,,,,,,,,
AHI,Advanced Human Imaging Ltd ADRs,Information Technology,US Equity,ADRs,Micro cap,9133538,"64,533",Analyze,Software - Application,,,,,,,,,
QUMU,Qumu Corp,Information Technology,US Equity,Common stocks,Micro cap,8637654,"42,506",Analyze,Software - Application,,,,,,,,,
VQS,VIQ Solutions Inc.,Information Technology,US Equity,Common stocks,Micro cap,8513949,"365,943",Analyze,Software - Application,,,,,,,,,
AMST,Amesite Operating Co,Consumer Discretionary,US Equity,Common stocks,Micro cap,8450755,"122,412",Analyze,Software - Application,,,,,,,,,
QH,Quhuo Limited ADRs of Class A,Information Technology,US Equity,ADRs,Micro cap,7919280,"1,043,371",Analyze,Software - Application,,,,,,,,,
MYSZ,My Size Inc.,Information Technology,US Equity,Common stocks,Micro cap,5765755,"4,530,565",Analyze,Software - Application,,,,,,,,,
PBTS,"Powerbridge Technologies Co., Ltd.",Information Technology,US Equity,Common stocks,Micro cap,5676387,"4,583,220",Analyze,Software - Application,,,,,,,,,
BLBX,Blackboxstocks Inc.,Information Technology,US Equity,Common stocks,Micro cap,5524791,"18,586",Analyze,Software - Application,,,,,,,,,
OBLG,Oblong Inc.,Information Technology,US Equity,Common stocks,Micro cap,5155525,"480,542",Analyze,Software - Application,,,,,,,,,
INPX,Inpixon,Information Technology,US Equity,Common stocks,Micro cap,5155469,"83,272",Analyze,Software - Application,,,,,,,,,
MTC,"MMTec, Inc.",Financials,US Equity,Common stocks,Micro cap,3544811,"320,038",Analyze,Software - Application,,,,,,,,,
MSFT,Microsoft Corp,Information Technology,US Equity,Common stocks,Large cap,1.82724E+12,"25,996,243",Analyze,Software - Infrastructure,,,,,,,,,
ORCL,Oracle Corp,Information Technology,US Equity,Common stocks,Large cap,2.12754E+11,"6,601,515",Analyze,Software - Infrastructure,,,,,,,,,
ADBE,Adobe Inc,Information Technology,US Equity,Common stocks,Large cap,1.53952E+11,"3,134,822",Analyze,Software - Infrastructure,,,,,,,,,
VMW,VMWare Inc Class A,Information Technology,US Equity,Common stocks,Large cap,50464094277,"1,030,601",Analyze,Software - Infrastructure,,,,,,,,,
SNPS,Synopsys Inc,Information Technology,US Equity,Common stocks,Large cap,50157979059,"860,983",Analyze,Software - Infrastructure,,,,,,,,,
PANW,Palo Alto Networks Inc,Information Technology,US Equity,Common stocks,Large cap,50072890223,"4,740,517",Analyze,Software - Infrastructure,,,,,,,,,
FTNT,Fortinet Inc,Information Technology,US Equity,Common stocks,Large cap,39725851159,"5,356,962",Analyze,Software - Infrastructure,,,,,,,,,
SQ,Square Inc Class A,Information Technology,US Equity,Common stocks,Large cap,32943819335,"11,210,299",Analyze,Software - Infrastructure,,,,,,,,,
CRWD,"CrowdStrike Holdings, Inc. - Class A",Information Technology,US Equity,Common stocks,Large cap,24847016270,"6,934,155",Analyze,Software - Infrastructure,,,,,,,,,
VRSN,Verisign Inc,Information Technology,US Equity,Common stocks,Large cap,20932949237,"649,848",Analyze,Software - Infrastructure,,,,,,,,,
ZS,Zscaler Inc,Information Technology,US Equity,Common stocks,Large cap,16724185273,"3,011,761",Analyze,Software - Infrastructure,,,,,,,,,
CHKP,Check Point Software Technologies Ltd.,Information Technology,US Equity,Common stocks,Large cap,16492843088,"821,872",Analyze,Software - Infrastructure,,,,,,,,,
AKAM,Akamai Technologies Inc,Information Technology,US Equity,Common stocks,Large cap,14121930245,"1,687,585",Analyze,Software - Infrastructure,,,,,,,,,
SPLK,Splunk Inc,Information Technology,US Equity,Common stocks,Large cap,13849020000,"2,522,494",Analyze,Software - Infrastructure,,,,,,,,,
PLTR,Palantir Technologies Inc.,Information Technology,US Equity,Common stocks,Large cap,13835505810,"30,844,777",Analyze,Software - Infrastructure,,,,,,,,,
NET,"Cloudflare, Inc. Class A",Information Technology,US Equity,Common stocks,Large cap,12412140170,"5,590,053",Analyze,Software - Infrastructure,,,,,,,,,
NLOK,NortonLifeLock Inc.,Information Technology,US Equity,Common stocks,Large cap,12375789401,"7,732,320",Analyze,Software - Infrastructure,,,,,,,,,
DOX,Amdocs Ltd,Information Technology,US Equity,Common stocks,Large cap,11659628485,"572,229",Analyze,Software - Infrastructure,,,,,,,,,
GDDY,GoDaddy Inc. Class A,Information Technology,US Equity,Common stocks,Large cap,11456260713,"806,293",Analyze,Software - Infrastructure,,,,,,,,,
MDB,"MongoDB, Inc. Class A",Information Technology,US Equity,Common stocks,Mid cap,9941227984,"2,854,212",Analyze,Software - Infrastructure,,,,,,,,,
PLAN,"Anaplan, Inc.",Information Technology,US Equity,Common stocks,Mid cap,9593148866,"8,254,041",Analyze,Software - Infrastructure,,,,,,,,,
OKTA,Okta Inc Class A,Information Technology,US Equity,Common stocks,Mid cap,9454101332,"5,448,609",Analyze,Software - Infrastructure,,,,,,,,,
BKI,Black Knight,Information Technology,US Equity,Common stocks,Mid cap,9250828438,"863,094",Analyze,Software - Infrastructure,,,,,,,,,
FFIV,F5 Networks Inc,Information Technology,US Equity,Common stocks,Mid cap,9010618729,"493,051",Analyze,Software - Infrastructure,,,,,,,,,
HOOD,"Robinhood Markets, Inc.",Financials,US Equity,Common stocks,Mid cap,7125181344,"13,487,351",Analyze,Software - Infrastructure,,,,,,,,,
WEX,Wex Inc,Information Technology,US Equity,Common stocks,Mid cap,7001916976,"343,600",Analyze,Software - Infrastructure,,,,,,,,,
NTNX,Nutanix Inc Class A,Information Technology,US Equity,Common stocks,Mid cap,7001511989,"2,172,706",Analyze,Software - Infrastructure,,,,,,,,,
PATH,"UiPath, Inc.",Information Technology,US Equity,Common stocks,Mid cap,6776468966,"7,325,695",Analyze,Software - Infrastructure,,,,,,,,,
DBX,Dropbox Inc Class A,Information Technology,US Equity,Common stocks,Mid cap,6258790483,"3,120,807",Analyze,Software - Infrastructure,,,,,,,,,
SAIL,Sailpoint Technologies Holding,Information Technology,US Equity,Common stocks,Mid cap,6185556996,"9,817,598",Analyze,Software - Infrastructure,,,,,,,,,
CYBR,CyberArk Software Ltd.,Information Technology,US Equity,Common stocks,Mid cap,5593609278,"466,445",Analyze,Software - Infrastructure,,,,,,,,,
CCCS,CCC Intelligent Solutions Holdings Inc.,Information Technology,US Equity,Common stocks,Mid cap,5300875826,"736,190",Analyze,Software - Infrastructure,,,,,,,,,
MNDT,"Mandiant, Inc.",Information Technology,US Equity,Common stocks,Mid cap,5124249600,"7,188,428",Analyze,Software - Infrastructure,,,,,,,,,
SPSC,Sps Commerce Inc,Information Technology,US Equity,Common stocks,Mid cap,4877525156,"130,038",Analyze,Software - Infrastructure,,,,,,,,,
TOST,"Toast, Inc.",Information Technology,US Equity,Common stocks,Mid cap,4737361083,"7,502,229",Analyze,Software - Infrastructure,,,,,,,,,
HCP,"HashiCorp, Inc.",Information Technology,US Equity,Common stocks,Mid cap,4696257627,"1,541,778",Analyze,Software - Infrastructure,,,,,,,,,
WIX,Wix.Com Ltd,Information Technology,US Equity,Common stocks,Mid cap,4670224197,"896,656",Analyze,Software - Infrastructure,,,,,,,,,
FIVN,Five9 Incinary,Information Technology,US Equity,Common stocks,Mid cap,4542662535,"1,521,158",Analyze,Software - Infrastructure,,,,,,,,,
EEFT,Euronet Worldwide Inc,Information Technology,US Equity,Common stocks,Mid cap,4476343338,"273,715",Analyze,Software - Infrastructure,,,,,,,,,
QLYS,Qualys Inc,Information Technology,US Equity,Common stocks,Mid cap,4414968730,"331,293",Analyze,Software - Infrastructure,,,,,,,,,
TENB,Tenable Holdings Inc,Information Technology,US Equity,Common stocks,Mid cap,4129267507,"681,153",Analyze,Software - Infrastructure,,,,,,,,,
BOX,Box Inc,Information Technology,US Equity,Common stocks,Mid cap,3973031690,"1,068,145",Analyze,Software - Infrastructure,,,,,,,,,
INFA,Informatica Inc.,Information Technology,US Equity,Common stocks,Mid cap,3783268435,"343,942",Analyze,Software - Infrastructure,,,,,,,,,
BL,Blackline Inc,Information Technology,US Equity,Common stocks,Mid cap,3730674644,"439,300",Analyze,Software - Infrastructure,,,,,,,,,
NEWR,New Relic Inc,Information Technology,US Equity,Common stocks,Mid cap,3674538723,"607,139",Analyze,Software - Infrastructure,,,,,,,,,
DLO,dLocal Ltd,Information Technology,US Equity,Common stocks,Mid cap,3640650962,"12,463,238",Analyze,Software - Infrastructure,,,,,,,,,
APP,Applovin Corp,Information Technology,US Equity,Common stocks,Mid cap,3252600022,"4,601,163",Analyze,Software - Infrastructure,,,,,,,,,
CFLT,"Confluent, Inc.",Information Technology,US Equity,Common stocks,Mid cap,3245262571,"2,773,158",Analyze,Software - Infrastructure,,,,,,,,,
DAVA,Endava plc ADRs of Class A shares,Information Technology,US Equity,ADRs,Mid cap,3201360974,"314,902",Analyze,Software - Infrastructure,,,,,,,,,
MQ,"Marqeta, Inc. Class A",Information Technology,US Equity,Common stocks,Mid cap,3049239439,"5,166,806",Analyze,Software - Infrastructure,,,,,,,,,
S,"SentinelOne, Inc.",Information Technology,US Equity,Common stocks,Mid cap,2901163139,"4,894,507",Analyze,Software - Infrastructure,,,,,,,,,
DOCN,"DigitalOcean Holdings, Inc.",Information Technology,US Equity,Common stocks,Mid cap,2748319177,"1,242,752",Analyze,Software - Infrastructure,,,,,,,,,
BB,Blackberry Limited,Information Technology,US Equity,Common stocks,Mid cap,2653342836,"6,364,810",Analyze,Software - Infrastructure,,,,,,,,,
NTCT,Netscout Systems Inc,Information Technology,US Equity,Common stocks,Mid cap,2557509781,"392,186",Analyze,Software - Infrastructure,,,,,,,,,
ALTR,Altair Engineering Inc.,Information Technology,US Equity,Common stocks,Mid cap,2486801676,"388,930",Analyze,Software - Infrastructure,,,,,,,,,
PING,Ping Identity Holding Corp.,Information Technology,US Equity,Common stocks,Mid cap,2448858054,"3,401,520",Analyze,Software - Infrastructure,,,,,,,,,
VRNT,Verint Systems Inc,Information Technology,US Equity,Common stocks,Mid cap,2440716950,"399,816",Analyze,Software - Infrastructure,,,,,,,,,
FOUR,"Shift4 Payments, Inc. Class A",Information Technology,US Equity,Common stocks,Mid cap,2370975198,"1,197,990",Analyze,Software - Infrastructure,,,,,,,,,
ACIW,ACI Worldwide Inc,Information Technology,US Equity,Common stocks,Mid cap,2319402105,"1,098,293",Analyze,Software - Infrastructure,,,,,,,,,
LSPD,Lightspeed POS Inc. Subordinate Voting Shares,Information Technology,US Equity,Common stocks,Mid cap,2300727938,"1,361,415",Analyze,Software - Infrastructure,,,,,,,,,
VRNS,Varonis Systems Inc,Information Technology,US Equity,Common stocks,Mid cap,2295884287,"1,441,865",Analyze,Software - Infrastructure,,,,,,,,,
MFGP,Micro Focus Intl Plc ADRs,Information Technology,US Equity,ADRs,Mid cap,2119658563,"328,493",Analyze,Software - Infrastructure,,,,,,,,,
EVTC,Evertec Inc,Information Technology,US Equity,Common stocks,Mid cap,2081906118,"305,888",Analyze,Software - Infrastructure,,,,,,,,,
KNBE,"KnowBe4, Inc.",Information Technology,US Equity,Common stocks,Small cap,1852245817,"1,107,973",Analyze,Software - Infrastructure,,,,,,,,,
